platform,text,A0001,A0002,A0003,sentiment_label
Facebook,"Claudia Sheinbaum está comprometida con las niñas y niños, por eso tendrán espacios de prevención de la salud en las escuelas primarias públicas.",POS,POS,POS,POS
Facebook,"¡Muchas felicidades!… que gran gabinete está conformando nuestra presidenta electa, sin duda los mejores perfiles. #ClaudiaSheinbaumPresidenta2024. 💓",POS,POS,POS,POS
Facebook,"Me siento, sumamente contenta y llena de orgullo; el día de ayer demostramos la fuerza y la unidad de morena en nuestro Estado. 

No cabe duda, que estamos haciendo muy bien la cosas; el pueblo lo sabe y lo demuestra con el movimiento.

Que emoción tan grande ser de morena, ser de izquierda, de los que saben trabajar en #UnidadyOrganización y de los que estamos construyendo la nueva historia, la de la Transformación.

Y cuán grande es la esencia de nuestro movimiento, de nuestra transformación que sigue, que avanza y que no se va a detener. 

¡Vamos por el segundo piso de la cuarta transformación!

¡Arriba Nayarit!
.
.
.
Mensaje dirigido a militantes y simpatizantes de morena.
#UnidadYOrganización 
#LaEsperanzaNosUne",POS,POS,POS,POS
Facebook,Algo de Humor 🤣🤣🤣🤣😂😂😂,POS,POS,POS,POS
Facebook,"Conoce todos los secretos de Xóchitl, la master de las gelatinas. #ElPrivilegioDeMandar #Xochitl #PinPon #PinPonCon #política #risa #elprivilegio #comedi...",NEG,NEG,NEU,NEG
Facebook,Este video fue producido por Grupo fórmula. Estoy lista para que todos los mexicanos sepan por qué quiero ser Presidenta en el próximo #DebateINE.Así se lo d...,POS,POS,NEU,POS
Facebook,"¡Lo nuevo llegó a Los Cabos! Una nueva forma de hacer política, una óptica ciudadana, una dirección hacia la resolución de problemas y atención a las necesidades de todxs. VOTA 2 DE JUNIO 🍊🍊 #LoNuevoVaEnSerio #LoNuevoEsNaranja #RobertoJiménezPresidente #PresidenteMáynez #PresidenteLosCabos #MovimientoCiudadano #LoNuevo",POS,POS,POS,POS
Facebook,MlERC0LES DE BOMBAZ0! SAL3 VlDE0 HlJ0 DE X0CHlTL LlQUlDAD0S 0FlClALMENTE PRl4N NO LO PUED3 CRE3R https://www.facebook.com/amlomx.nacion,NEG,NEG,NEU,NEG
Facebook,"Hoy a las 8:00 de la noche Debate por la CDX en VIVO entre los candidatos Santiago Taboada, Clara BRugada y Salomón Chertrivski en VIVO por HABLANDO CLARO. La contienda por la Jefatura de Gobierno de la CDMX arranca fuerte, sé testigo en directo del Primer Debate en la CDMX

MARK STAROSELSKY EN VIVO

HABLANDO CLARO ¡NO TE LO PUEDES PERDER!

¿NOS QUIERES PATROCINAR? Ayúdanos en PATREON:

https://www.patreon.com/HablandoClaroConMarkStaroselsky

Donativos a HABLANDO CLARO vía Pay Pal:

PayPal: https://www.paypal.com/paypalme/MarkStaroselsky:=:https://www.paypal.com/paypalme/markstaroselsky?country.x=US&locale.x=en_US 

O a nuestra cuenta en BBVA:

BBVA: 4152-3140-5783-3066
Tu donativo es muy importante para seguir adelante con nuestra labor. ¡Muchas gracias!

Visítanos en:
Tik Tok: https://www.tiktok.com/@hablando.claro
Twitter:    https://twitter.com/MarkStaroselsky
Visítanos en Facebook: https://www.facebook.com/HablandoClaroConMark

MARK STAROSELSKY ¡EN VIVO!

♦️Noticias de último momento
♦️El acontecer nacional
♦️Lo más relevante de México y el Mundo
♦️Mark Staroselsky EN VIVO
Plática abierta, plática honesta, plática informada.
Hoy, en vivo, participa, da tu opinión, levanta la voz, no te quedes callado.

@#eltiorichieltiorichi  @RicardoBSalinas   #xochitl #xochitlgalvez #xochitlva #fuerzarosa #claronautas #xóchitlgálvez #pan #pri #INE #amlo #amlohoy #noticias #noticiasenvivo  #consejeros  #srax #xochitl  #markstaroselsky  #derecha #elinenosetoca  #hablandoclaroconmarkstar #markstaroselsky #FoxNews #xochitlpresidenta #xochitlgalvez @accionnacional   #hablandoclaroconmarkstar  #claudiamlo  #hablandoconmark  #xochitlgalvez 

HABLANDO CLARO CON MARK STAROSELSKY es un medio independiente, no pertenecemos a ningún Partido Político o empresa alguna. Somos un medio libre, sin compromisos con nadie, más que con la verdad.
*Nuestro trabajo depende de tu apoyo, conviértete en mecenas de 
Hablando Claro y ayúdanos así, a seguir con esta importante labor:

Derechos musicales: Librería YouTube
News Theme de Kevin MacLeod cuenta con una licencia Creative Commons Atribución 4.0. https://creativecommons.org/licenses/by/4.0/:=:https://creativecommons.org/licenses/by/4.0/deed.en
Artista: http://incompetech.com/:=:https://incompetech.com/
News Theme 1 de Audionautix cuenta con una licencia Creative Commons Atribución 4.0. https://creativecommons.org/licenses/by/4.0/:=:https://creativecommons.org/licenses/by/4.0/deed.en
Artista: http://audionautix.com/:=:https://audionautix.com/
News Theme 2 de Audionautix cuenta con una licencia Creative Commons Atribución 4.0. https://creativecommons.org/licenses/by/4.0/:=:https://creativecommons.org/licenses/by/4.0/deed.en
Artista: http://audionautix.com/:=:https://audionautix.com/
Fiesta Jarocha - Jimena Contreras
Funeral in Sinaloa - Jimena Contreras
Girasol: Qincas Moreira
Mariachiando - Doug Maxwell_Jimmy Fontanez
Trimmed & Taught - Dan Lebowitz

¿Quieres crear transmisiones en vivo como esta? Echa un vistazo a StreamYard: https://streamyard.com/pal/d/6152607249465344:=:https://streamyard.com/",NEU,NEU,NEU,NEU
Facebook,"¡Voy todo contra los motorratones! Vamos a caminar seguros por nuestra ciudad, vamos con castigos ejemplares y todo el peso de la ley. Caminar tranquilo por la calle no debería ser un privilegio. ¡Atrévete al cambio!  

#AlejandroHerrera #PecasHerrera #Irapuato #Seguridad #mc #LoNuevoVaEnserio",POS,POS,POS,POS
Facebook,"Ayer visité la Colonia El 15 de Junio y el Barrio El Carmen, donde nací y crecí. La gente de ahí es mi gente, mi mayor respaldo. Me siento profundamente comprometido con ellos porque sé que confían en mí, y yo confío en ellos. Fue un honor reencontrarme con doña Chelito Ovalle, mi abuelita de corazón y compartir este momento tan especial.

Durante la visita, también pegamos calcas en los vehículos que transitaban, demostrando la fuerza y unidad de nuestro proyecto. Juntos, vamos a transformar Escuintla y llevarla al futuro que todos merecemos.

Les invito a votar por Movimiento Ciudadano el 2 de junio. ¡Vamos a lograrlo!

#LoNuevoVaEnSerio #EsPepin #Elecciones2024 #Escuintla #MovimientoCiudadano #LoNuevoEsNaranja",POS,POS,POS,POS
Facebook,"Continuamos la lucha por construir un país mejor. Juntas, cada paso que damos nos acerca al cambio que anhelamos. Claudia Sheinbaum Precandidata Única, mensaje dirigido a militantes y simpatizantes del Partido del Trabajo. #PTesla4T #MéxicoMereceMÁS #PorAmorAlPueblo #LaEsperanzaNosUne",POS,POS,POS,POS
Facebook,"CANDELARIA. ¡Únete a nosotros en una noble causa! 🌳✨ Como parte de nuestro compromiso con el medio ambiente y el bienestar de nuestra comunidad, lideramos una iniciativa para plantar árboles. Estamos sembrando las semillas de un futuro más verde y fresco, donde la sombra de estos árboles será un refugio contra los rayos del sol, ayudando a mitigar los efectos del calentamiento solar. ¡Cada árbol cuenta! Únete a nosotros para hacer una diferencia tangible en nuestro entorno y construir juntos un futuro más sostenible para todos. 🌿🌞 #jaimemuñozmorfin #ClaudiaSheinbaum #enagarcia #PlantandoFuturo #CuidandoNuestroPlaneta #CompromisoAmbiental",POS,POS,POS,POS
Facebook,"¡Sé parte de la #Transformación! 🫵🏻 📣🗣️

Acompañemos a nuestra candidata a la presidencia por México, la Dra. Claudia Sheinbaum, en su visita al municipio de Ciénega de Flores. ✅ 🇲🇽 

Nuestro Distrito 13 Federal está en el radar de la #Transformación. 💪🏻 🟢

¡Ahí nos vemos! 😁
#LuisQuiroga #LaVozDeCasaEnElCongreso #DistritoFederal13 #CoaliciónSigamosHaciendoHistoria #PartidoVerde #Morena #PT",POS,POS,POS,POS
Facebook,"#Política ➡️Sheinbaum mantiene preferencia Por Rolando Ramos Domingo 21 de Enero de 2024 Claudia Sheinbaum ganaría a Xóchitl Gálvez la elección presidencial del próximo 2 de junio por 28.7 puntos de diferencia; Jorge Álvarez Maynez quedaría en un lejano tercer lugar con 6.5% de los votos. De acuerdo con la “Encuesta Nacional Tendencias Electorales Rumbo al 2024”, levantada por la empresa Mitofsky en viviendas a nivel nacional a solicitud de El Economista, sin considerar 16.9% de los 1,600 ciudadanos entrevistados la candidata de Morena-PVEM-PT a la Presidencia de la República se impondría a su contendiente del PAN-PRI-PRD con 61.1% de la votación contra 32.4 por ciento. El sondeo levantado del 13 al 16 del mes en curso refiere que 63.9% de los encuestados empadronados se dijo “completamente seguro” de acudir a votar, 27.9% “no está seguro” de hacerlo, 6.7% descartó “de plano” ir a las urnas y 1.5% no sabe si votará o no respondió. Nota metodológica: Encuesta apegada al anexo 3 del capítulo VII del Reglamento de Elecciones y realizada a 1,600 ciudadanos mayores de edad del 13 al 16 de enero de 2024. https://www.eleconomista.com.mx/politica/Sheinbaum-mantiene-preferencia-20240121-0083.html",NEU,NEU,NEU,NEU
Facebook,Una genio 🤣,POS,NEG,NEU,NEG
Facebook,"Usuarios en redes sociales rescataron un video donde se ve a la candidata de morena a la presidencia de la republica, Claudia Sheinbaum Pardo, participando en el concierto Música de América Latina de 1972 con el grupo de infantes Pilcauicatl, cuando la militante del Movimiento de Regeneración Nacional (Morena) tenía 10 años de edad.

Fue el usuario Edgar Méndez Elizondo (@EdgarMendezE) quien compartió el video en su cuenta oficial de Twitter, preguntando a sus seguidores si alguna vez había visto el video de la mandataria local, a la cual llamó “nuestra futura presidenta” y destacó que tan joven participara en actividades de izquierda.

“Miren a nuestra próxima presidenta @Claudiashein, a los 10 años con aptitud de izquierda”, redactó este lunes 24 de octubre. El tuit rápidamente se volvió popular en dicha red social obteniendo mil 285 “me gusta”, así como 409 retuits y 31 tuits citados.

En el video de 54 segundos que se compartió en Twitter, se le pudo ver a la ahora funcionaria tocar algunos instrumentos como el ukelele y las maracas en el escenario del teatro de la Ciudad de México, además de entonar algunas frases de distintas canciones de protesta que el grupo de infantes interpretó.

Con base en la información que se conoce, el programa donde participó la morenista fue producido y grabado por la empresa Nervio, propiedad del ingeniero Víctor Rapoport; pese a ser grabado en 1972, vio la luz en 1977.

La emoción del usuario que difundió el video fue compartida por muchos militantes y simpatizantes respondieron a las palabras de Méndez Elizondo, mismos que se dijeron conmovidos y con ternura ante las imágenes de la jefa de Gobierno: “Que HERMOSA”, “me la como, mi niña”, “qué bueno que viene del pueblo, criada y educada de esta manera”.

Aunque también recibió comentarios de las personas que no están de acuerdo con sus decisiones administrativas: “Mejor se hubiera dedicado a la música folclórica” y “con razón esta traumada desde niña, si le metieron en la cabeza puras cosas anarquistas y antisociales”.

AQUI PUEDES BER EL VIDEO COMPLETO https://youtu.be/OQsb0L-PcUQ

No obstante, el video ya había sido difundido meses atrás por la propia Claudia Sheinbaum, la cual aprovechó el 30 de abril, día del niño y de la niña en México, para recordar su infancia cerca de la música acompañada de su hermano Julio Sheinbaum y el actor Daniel Giménez Cacho, mejor conocido como Compa Cacho.

El video completo se encuentra en YouTube, en el cual se especificó que también participaron los entonces infantes Eduardo Gamboa, Yurira Conteras, Andrés Melo y Ildanan Contreras; además de que se interpretaron las canciones La Tatita, Martín Güemes, El Sol y La Luna, Barlovento, Zikuriada, Camilo Torres, Pago Viejo, La Bruja, La Procesión, La Paloma y Juan Sin Tierra.

La grabación se encuentra en el canal de Fonarte Latino, alcanzando 32 mil 635 visualizaciones, así como 882 “me gusta” y 150 comentarios, estos últimos haciendo referencia a la aparición de la aspirante a la candidatura a la Presidencia de la República.",NEU,NEU,NEU,NEU
Facebook,Señala filtraciones como resultado del pésimo ejemplo que dio el presidente López Obrador,NEG,NEG,NEG,NEG
Facebook,"👥En el podcast #DIRECTO24 de quiero tv hablamos de los cierres de precampaña en el Estado; administración de Enrique Alfaro y avances de Xóchitl y Sheinbaum. Nos acompañan: Gabriela Aguilar Noticias, directora de Noticias de quiero tv Manuel Baeza, director editorial de Multimedios Televisión Jorge Navarro Jonás, periodista de quiero tv y Notisistema Enrique Toussaint, analista político Jorge Veletti, director de Trafico Zmg ▶️https://go.ivoox.com/rf/123013305:=:https://www.ivoox.com/ep-29-directo-24-cierres-de-audios-mp3_rf_123013305_1.html 🎧Google Podcast 📲ITunes 📶https://goo.su/Ve9oPc",NEU,NEU,NEU,NEU
Facebook,"Muy contentos mi equipo y una servidora de regresar satisfechos del #DebateHidalgo2024 sin duda vamos por buen camino, gracias por su valioso apoyo ¡vamos a ganar! 🍊

#OlgaDiaz
#ElCambioEnMovimiento
#DebatesHidalgo2024
#EmilianoZapataHidalgo",POS,POS,POS,POS
Facebook,Voto Masivo por MORENA ❤️,POS,POS,POS,POS
Facebook,Cómo no pegó el huipil 🙄👀,NEG,NEG,NEG,NEG
Facebook,"Hacen la pregunta: ¿Por quien NUNCA NUNCA NUNCA VOTARÍAS? Y la mayoría responde: Por Xóchitl Gálvez. Es la única encuesta que gana, donde la RECHAZAN.",NEG,NEG,NEG,NEG
Facebook,👀 Cómo la ven⁉️ 🤭 😂 🤣,NEG,NEG,NEU,NEG
Facebook,#noticiasmilenio #elecciones2024 #claudiasheinbaum #alvarezmaynez #xochitlgálvez #meta24 #debatepresidencial Suscríbete a nuestro canal: https://www.youtube....,NEU,NEU,NEU,NEU
Facebook,"León, esto va en serio! 🔥🧡 Juntos vamos por ese cambio que tanto nos han pedido, con esa misma garra y determinación que nos caracteriza a los leoneses.¡Para atrás ni para tomar vuelo! #cambiatealonuevo #lonuevo #movimientociudadano #leongto #diputadafederal #distrito5 #fosfofosfo #movimientonaranja",POS,POS,POS,POS
Facebook,"#LoNuevo para Pesquería ya está cerca, está es la fórmula para lograrlo!!!
Francisco Esquivel Candidato a Alcalde
Baltazar Martínez Ríos Candidato a Diputado Local distrito 11
Oscar González Bonilla Candidato a Diputado Federal Distrito 14
A PESQUERÍA YA LE TOCA!!!",POS,POS,POS,POS
Facebook,"DESTACA MARINA DEL PILAR LIDERAZGO DE CLAUDIA SHEINBAUM EN CIERRE DE PRECAMPAÑA Marina del Pilar celebró en sus redes sociales el cierre de precampaña de la Dra. Claudia Sheinbaum, y señaló que la precandidata ha demostrado un liderazgo necesario para continuar con la transformación de México. ""Esta es solo una muestra de que México está listo para tener a su primera presidenta y será de izquierda"" 💜, escribió. #expressobc #MarinaDelPilar #ClaudiaSheinbaum",POS,POS,NEU,POS
Facebook,"El pueblo está eligiendo el camino de la esperanza y la transformación. Vamos arriba en las encuestas, estamos muy contentos y muy comprometidos, listos para derribar las barreras de la desigualdad y construir un #Yucatán con bienestar para todas y todos.",POS,POS,POS,POS
Facebook,"✨Hoy, en #LosDatosDuros con Ricardo Sevilla
😍Gran Cierre de Claudia! HASTA la MA... el ZÓCALO! 
😡Criminales! El PRIAN se NEGÓ a PROTEGER a sus CANDIDATOS!
🔔En vivo: 9:20pm/CDMX.
@seguidores
🔴Por YouTube: https://www.youtube.com/watch?v=_VAlh537dMI
🔵Por Facebook: https://www.facebook.com/events/986047566377369/
🤩Se un orgulloso miembro de la Familia de Paralelo24 en YouTube, desde 49 pesos! Anímate a formar parte del verdadero periodismo de investigación, social e independiente😉
📲📲Suscríbete GRATIS a nuestro canal de YouTube y redes sociales
🔥📌 Nos encuentras en X, Facebook, Telegram y Whatsapp como Paralelo 24 y en nuestra página Paralelo24.mx
#envivo #cdmx #paralelo24 #AMLO #mañanera #elecciones #tv #prian #morena #Xochitl #PAN #independencia #corrupción #periodismo #social #losdatosduros #basta #sincensura #esclaudia #revolucion #corte #larutaesclara #puebla #chicle #tvazteca #ine",POS,NEU,NEU,NEU
Facebook,"¡GRACIAS, PRESIDENTE! 

En su visita a Querétaro, Claudia y AMLO hicieron un balance de todo lo logrado durante estos últimos 6 años, haciendo énfasis en los siguientes programas:  

-Pensión universal para personas Adultas Mayores
-Becas para estudiantes y Beca Universal para prepas
-Pensión para personas con discapacidad 

Es indudable que México sería otro sin los Programas Sociales de Andrés Manuel. La pobreza ha disminuido considerablemente y ahora las personas al centro de las políticas públicas son quienes menos tienen, quienes por décadas habían estado en el abandono.

Me encantó que la Dra. Claudia escogiera Querétaro para anunciar un programa social nuevo llamado “Hoy por ti, mañana por nosotros” que se encargará de llevar los servicios de salud a las personas adultas mayores hasta la puerta de su casa. También habló sobre el tren México-Querétaro y confirmó que las Becas para estudiantes ahora serán universales desde el preescolar hasta la preparatoria.

No me cabe duda de que elegimos muy bien. Con ella, no solamente se asegura la continuidad de un proyecto de nación, sino que se consolida y enriquece en este segundo piso de la cuarta transformación. 

Fue maravilloso y emotivo tenerles a ambos en el mismo sitio, representando el pasado, el ahora y el futuro. Lloré mucho. No puedo pensar a México sin mi cabecita de algodón, pero al mismo tiempo, mi corazón no cabe de felicidad de pensar en lo que viene con nuestra primera Mujer Presidenta. 

Sin duda, pertenecer a morena ha sido y será siempre, de mis más grandes aciertos en esta vida. 

¡Hasta siempre, Presidente! Amor, con amor se paga. ❤️

#AMLO #ClaudiaSheinbaum #4T #morena #morenaQuerétaro #CadereytaDeMontes #AstridOrtega #CS2024",POS,POS,POS,POS
Facebook,"El gran Guadalupe Acosta Naranjo hace correr Noroña, que tuvo el descaro de llamar ""gran patriota a Manual Bartlett"", hazme fravón cabor! 
Y de paso le dio su repasada al representante de Morena.

¿Seguro quieren votar por esos rufianes? #SiVotasXMorenaEresUnPeligroParaMéxico

#PorLaVidaLaVerdadLaLibertad #SalgamosTodosAVotar2024 #FuerzaYCorazón #AhoraLaEsperanzaEsNuestra🤞🏻 #XochitlVa #XochitlSiTienePropuestas #ConTodoElCorazón

#NiUnVotoAMorena #NiUnVotoAliadosDeMorena #NiUnVotoAMovimientoCiudadano #MovimientoCiudadanoEsquirol #FueraMorena2024 #FueraElMesíasDeNarcuspana #2024FelizFinDeAMLO #QueElPejeNoTeVeaLaCaraOtraVez #AMLONarcoPresidente",NEG,NEG,NEG,NEG
Facebook,Tragarse sus palabras es su pasión,NEG,NEG,NEG,NEG
Facebook,"Ahora cochitl,costal de mentiras, te la  pusieron dura",NEG,NEG,NEG,NEG
Facebook,"No te dejes, #Xóchitl 💁‍♂️💁‍♀️",POS,NEU,NEU,NEU
Facebook,"¡Hay tiro en la polaca!

Alejandro Murat Hinojosa VS Xóchitl Gálvez Ruiz 

Me encuentro afuera de la casa dónde se está llevando a cabo la conferencia de la candidata @XochitlGalvez, vine a ejercer mi derecho de réplica, ante las reiteradas menciones y mentiras que ha hecho sobre mi persona en este periodo de campaña. Aún no me dejan entrar. #XochitlSinMiedoAMentir: Alejandro Murat",NEG,NEG,NEG,NEG
Facebook,"Buenos días, a raz de suelo Viva la 4 Transformación",POS,POS,POS,POS
Facebook,Acompañemos a su registro la doctora Claudia sheinbaum nuestra futura presidenta de la República.,POS,NEU,POS,POS
Facebook,Después e 90 días de campaña #ClaudiaSheinbaum cierra con una ventaja de 20 puntos sobre #XóchitlGálvez según la encuesta del Reforma. Además de que Morena y aliados tendrán la mayoría en el congreso... 👇😁,NEU,POS,NEU,NEU
Facebook,"Juntos hagamos el verdadero cambio 
#Chiconcuautla  
#AdanSoto 
#ClaudiaSheinbaum",POS,POS,POS,POS
Facebook,"Construyamos una ciudad que este a la altura de las grandes capitales de Mexico, con él desarrollo económico esperado por mucho tiempo y para ello debemos comenzar con la empatía de ciudadano a ciudadano.
#LoNuevo #MC #ElFuturoEsNaranja  #LoNuevoVaEnserio #ArrancateChiapas  #ArrancateTuxtla  #MovimientoCiudadano #MC #arrancate",POS,POS,POS,POS
Facebook,"La cercanía con la gente es mi esencia, y así será mi forma de legislar desde el #Senado. Aquí estoy en el Barrio de Santa Ana en #jalpademéndez. Eso es #LoNuevo y #LoNuevoVaEnSerio🧡 #Tabasco🍊 #gaudianosenador Movimiento Ciudadano Movimiento Ciudadano Tabasco",POS,POS,POS,POS
Facebook,Se entiende la desesperación de personajes como Emilio Álvarez Icaza que ahora salió a rogar que el público del K4k4zraki no vote por Máynez. El periodista M...,NEG,NEG,NEG,NEG
Facebook,"🔴‼️
#PozaRicaViveBella ‼️❗️🔴
sábado 6 de julio 2024.‼️
Señora gobernadora #rocíonahle vea estos señores de la #SSP  ya no los queremos, tampoco en el #gobiernodelestadodeveracruz así como la #FuerzaCivil , es una porquería también la #PolicíaEstatal  que más prueba quieren 😡😡😡😡😡😡⚠️❌❌❌⚠️⚠️⚠️
#fiscalíageneraldelarepública 
@seguidores 
@fans destacados  
#fiscalíageneraldelestadode 
#ClaudiaSheinbaum 
#unidaddeasuntosinternosdelestadodeméxico 
#PozaRica, #Veracruz, México 
#hayuntamientodepozarica 
#ResistenciaCivilDePozaRica
#pozaricadehidalgo  
#pozaricaveracruz
#laresistensiamartinense 
#PorelPuebloyParaelPueblo 
#MARTINEZDELATORREVERACRUZ 
#COMPARTEYSIGUENOS
#despiertamexicoooooo 
#cuitlahuacgarciajimenez 
#EmilioManzanillaTellez 
#resistenciaciudadananacional 
#DrugEnforcementAdministration 
#FGR 
#marina 
#SCJN 
#FBIInternational",NEG,NEG,NEU,NEG
Facebook,"Te deseamos un muy feliz cumpleaños 🎊 Sergio ‼️ Muchos éxitos, mucha salud y a seguir en movimiento 🍊 por nuestro Chiapas. Fuerte abrazo Sergio Morales Movimiento Ciudadano Chiapas Manuel Sobrino Lula Toledo MC Flor González Andrea Negrón Adriana Flores Sandra Herrera Dominguez Gerardo Vazquez - Distrito 6 Chiapas #LoNuevo #MC #ElFuturoEsNaranja #LoNuevoVaEnserio #ArrancateChiapas #ArrancateTuxtla #MovimientoCiudadano #MC #Arrancate",POS,POS,POS,POS
Facebook,"🌿 *SOMOS LA NATURALEZA QUE SE DEFIENDE* 🌿

🍃 *Si te llegó este mensaje y quieres proteger el humedal, ayúdanos compartiendo el video*🍃

Se agotaron las instancias nacionales para defender el humedal de Xochimilco. No queremos que la destrucción del humedal por un puente vehicular quede impune. 😠

El pasado 5 de abril de 2024 ingresamos una demanda en la Comisión Interamericana de Derechos Humanos (CIDH) porque queremos defender los derechos de las generaciones presentes y futuras ante la violación del Estado mexicano de sus obligaciones en materia climática, ambiental y de pueblos originarios.

Este es un proceso un poco más largo y necesitamos, una vez más, proteger juntxs el humedal.💦

Las siguientes semanas realizaremos algunas acciones para pedir a la CIDH que tome el caso del humedal de Xochimilco.

Sigue las redes sociales para sumarte a más actividades.

@LaCoordinacionXochimilco
@ResistenciaChinampera
@AsambleaPermanenteAtlapulco

Antes, ahora y siempre
#ClaudiaSheinbaum 
#ClaraBrugada 
#YoProtejoElHumedal
#Comparte",NEU,POS,POS,POS
Facebook,Otra marranada de morena,NEG,NEG,NEG,NEG
Facebook,#Oaxaca | La realidad con Salomón Jara Cruz y sus formas de evadir su compromiso con el pueblo Oaxaqueño. #Guelaguetza #sectorsaludsinrurales #SSO2024 #Guelaguetza2024 #oaxaca2024 #viralreelschallenge #primaveraoaxaqueña #OaxacaVive #AMLO #oaxacamexico #OaxacaHoy #oaxacaviral #OaxacaResiste #ClaudiaSheinbaum #MorenaOaxaca #CDMX #SalomonJaraGobernador #SalomonJara #OaxacaAlmomento #oaxacanoticias #oaxacainternacional,NEG,NEU,NEG,NEG
Facebook,"Con Claudia Sheinbaum en la presidencia, el acceso al internet será un derecho y se dará continuidad al programa de Internet para Todos. Este 2 de junio, #VotaTodoMorena #ClaudiaPresidenta",POS,POS,NEU,POS
Facebook,"#postales 
📸Fotografías de lo que fue nuestra presentación del fin de semana en el aniversario de los amigos de ""La Monumental de Huaraz"" 
..Seguimos avanzando con nuestra propuesta musical, no dudes en contactarnos y disfrutar de nuestro show...
𝑺𝑶𝑴𝑶𝑺 Banda Orquesta Show y Sonido Tradiciones del Peru

                                   Dir. Jc Ponce
                          Contactos al: 935 764 668

#lonuevo #llegamos #pati #sabrosura #huayno #ancash",NEU,POS,POS,POS
Facebook,"En Chiapas pusimos a las y los ciudadanos al centro y sus causas al frente. Rompimos con la vieja política. 

Llevamos 100 días de trabajo y estamos más puestos que nunca. 

Vamos a pintar a Chiapas de Naranja.

#Chiapas
#MovimientoCiudadano
#CasaNaranja
#MovimientoEscucha
#LlegoLoNuevo
#MasPuestosQueNunca
#lonuevo
#MovimientoNaranja
@seguidores",POS,POS,POS,POS
